insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (1, 'bulbasaur', 'grass', 'poison', 87.5, 10, null, null, 45, 49, 49, 65, 65, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (536, 'palpitoad', 'water', 'ground', '50', 10, null, null, 75, 65, 55, 65, 55, 69);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (537, 'seismitoad', 'water', 'ground', '50', 10, null, null, 105, 95, 75, 85, 75, 74);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (538, 'throh', 'fighting', null, '100', 20, null, null, 120, 100, 85, 30, 85, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (539, 'sawk', 'fighting', null, '100', 20, null, null, 75, 125, 75, 30, 75, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (540, 'sewaddle', 'bug', 'grass', '50', 10, null, null, 45, 53, 70, 40, 60, 42);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (541, 'swadloon', 'bug', 'grass', '50', 10, null, null, 55, 63, 90, 50, 80, 42);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (542, 'leavanny', 'bug', 'grass', '50', 10, null, null, 75, 103, 80, 70, 80, 92);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (543, 'venipede', 'bug', 'poison', '50', 10, null, null, 30, 45, 59, 30, 39, 57);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (544, 'whirlipede', 'bug', 'poison', '50', 10, null, null, 40, 55, 99, 40, 79, 47);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (545, 'scolipede', 'bug', 'poison', '50', 10, null, null, 60, 100, 89, 55, 69, 112);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (546, 'cottonee', 'grass', 'fairy', '50', 20, null, null, 40, 27, 60, 37, 50, 66);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (547, 'whimsicott', 'grass', 'fairy', '50', 20, null, null, 60, 67, 85, 77, 75, 116);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (548, 'petilil', 'grass', null, '0', 20, null, null, 45, 35, 50, 70, 50, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (549, 'lilligant', 'grass', null, '0', 20, null, null, 70, 60, 75, 110, 75, 90);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (550, 'basculin', 'water', null, '50', 20, null, null, 70, 92, 65, 80, 55, 98);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (551, 'sandile', 'ground', 'dark', '50', 10, null, null, 50, 72, 35, 35, 35, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (552, 'krokorok', 'ground', 'dark', '50', 10, null, null, 60, 82, 45, 45, 45, 74);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (553, 'krookodile', 'ground', 'dark', '50', 10, null, null, 95, 117, 80, 65, 70, 92);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (554, 'darumaka', 'fire', null, '50', 10, null, null, 70, 90, 45, 15, 45, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (556, 'maractus', 'grass', null, '50', 20, null, null, 75, 86, 67, 106, 67, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (557, 'dwebble', 'bug', 'rock', '50', 20, null, null, 50, 65, 85, 35, 35, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (558, 'crustle', 'bug', 'rock', '50', 20, null, null, 70, 95, 125, 65, 75, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (559, 'scraggy', 'dark', 'fighting', '50', 20, null, null, 50, 75, 70, 35, 70, 48);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (560, 'scrafty', 'dark', 'fighting', '50', 20, null, null, 65, 90, 115, 45, 115, 58);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (561, 'sigilyph', 'psychic', 'flying', '50', 20, null, null, 72, 58, 80, 103, 80, 97);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (562, 'yamask', 'ghost', null, '50', 20, null, null, 38, 30, 85, 55, 65, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (563, 'cofagrigus', 'ghost', null, '50', 20, null, null, 58, 50, 145, 95, 105, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (564, 'tirtouga', 'water', 'rock', 87.5, 20, null, null, 54, 78, 103, 53, 45, 22);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (565, 'carracosta', 'water', 'rock', 87.5, 20, null, null, 74, 108, 133, 83, 65, 32);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (566, 'archen', 'rock', 'flying', 87.5, 20, null, null, 55, 112, 45, 74, 45, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (567, 'archeops', 'rock', 'flying', 87.5, 20, null, null, 75, 140, 65, 112, 65, 110);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (568, 'trubbish', 'poison', null, '50', 20, null, null, 50, 50, 62, 40, 62, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (569, 'garbodor', 'poison', null, '50', 20, null, null, 80, 95, 82, 60, 82, 75);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (570, 'zorua', 'dark', null, 87.5, 10, null, null, 40, 65, 40, 80, 40, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (571, 'zoroark', 'dark', null, 87.5, 10, null, null, 60, 105, 60, 120, 60, 105);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (572, 'minccino', 'normal', null, '25', 30, null, null, 55, 50, 40, 40, 40, 75);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (573, 'cinccino', 'normal', null, '25', 30, null, null, 75, 95, 60, 65, 60, 115);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (574, 'gothita', 'psychic', null, '25', 10, null, null, 45, 30, 50, 55, 65, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (575, 'gothorita', 'psychic', null, '25', 10, null, null, 60, 45, 70, 75, 85, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (576, 'gothitelle', 'psychic', null, '25', 10, null, null, 70, 55, 95, 95, 110, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (577, 'solosis', 'psychic', null, '50', 10, null, null, 45, 30, 40, 105, 50, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (578, 'duosion', 'psychic', null, '50', 10, null, null, 65, 40, 50, 125, 60, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (579, 'reuniclus', 'psychic', null, '50', 10, null, null, 110, 65, 75, 125, 85, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (580, 'ducklett', 'water', 'flying', '50', 20, null, null, 62, 44, 50, 44, 50, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (581, 'swanna', 'water', 'flying', '50', 20, null, null, 75, 87, 63, 87, 63, 98);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (582, 'vanillite', 'ice', null, '50', 0, null, null, 36, 50, 50, 65, 60, 44);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (583, 'vanillish', 'ice', null, '50', 0, null, null, 51, 65, 65, 80, 75, 59);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (584, 'vanilluxe', 'ice', null, '50', 0, null, null, 71, 95, 85, 110, 95, 79);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (585, 'deerling', 'normal', 'grass', '50', 20, null, null, 60, 60, 50, 40, 50, 75);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (586, 'sawsbuck', 'normal', 'grass', '50', 20, null, null, 80, 100, 70, 60, 70, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (587, 'emolga', 'electric', 'flying', '50', 20, null, null, 55, 75, 60, 75, 60, 103);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (588, 'karrablast', 'bug', null, '50', 20, null, null, 50, 75, 45, 40, 45, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (589, 'escavalier', 'bug', 'steel', '50', 20, null, null, 70, 135, 105, 60, 105, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (590, 'foongus', 'grass', 'poison', '50', 20, null, null, 69, 55, 45, 55, 55, 15);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (591, 'amoonguss', 'grass', 'poison', '50', 20, null, null, 114, 85, 70, 85, 80, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (592, 'frillish', 'water', 'ghost', '50', 20, null, null, 55, 40, 50, 65, 85, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (593, 'jellicent', 'water', 'ghost', '50', 20, null, null, 100, 60, 70, 85, 105, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (594, 'alomomola', 'water', null, '50', 30, null, null, 165, 75, 80, 40, 45, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (595, 'joltik', 'bug', 'electric', '50', 20, null, null, 50, 47, 50, 57, 50, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (596, 'galvantula', 'bug', 'electric', '50', 20, null, null, 70, 77, 60, 97, 60, 108);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (597, 'ferroseed', 'grass', 'steel', '50', 20, null, null, 44, 50, 91, 24, 86, 10);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (598, 'ferrothorn', 'grass', 'steel', '50', 20, null, null, 74, 94, 131, 54, 116, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (602, 'tynamo', 'electric', null, '50', 0, null, null, 35, 55, 40, 45, 40, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (603, 'eelektrik', 'electric', null, '50', 0, null, null, 65, 85, 70, 75, 70, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (604, 'eelektross', 'electric', null, '50', 0, null, null, 85, 115, 80, 105, 80, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (605, 'elgyem', 'psychic', null, '50', 20, null, null, 55, 55, 55, 85, 55, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (606, 'beheeyem', 'psychic', null, '50', 20, null, null, 75, 75, 75, 125, 95, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (607, 'litwick', 'ghost', 'fire', '50', 10, null, null, 50, 30, 55, 65, 55, 20);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (608, 'lampent', 'ghost', 'fire', '50', 10, null, null, 60, 40, 60, 95, 60, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (609, 'chandelure', 'ghost', 'fire', '50', 10, null, null, 60, 55, 90, 145, 90, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (610, 'axew', 'dragon', null, '50', 0, null, null, 46, 87, 60, 30, 40, 57);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (611, 'fraxure', 'dragon', null, '50', 0, null, null, 66, 117, 70, 40, 50, 67);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (612, 'haxorus', 'dragon', null, '50', 0, null, null, 76, 147, 90, 60, 70, 97);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (613, 'cubchoo', 'ice', null, '50', 20, null, null, 55, 70, 40, 60, 40, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (614, 'beartic', 'ice', null, '50', 20, null, null, 95, 110, 80, 70, 80, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (616, 'shelmet', 'bug', null, '50', 20, null, null, 50, 40, 85, 40, 65, 25);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (617, 'accelgor', 'bug', null, '50', 20, null, null, 80, 70, 40, 100, 60, 145);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (618, 'stunfisk', 'ground', 'electric', '50', 20, null, null, 109, 66, 84, 81, 99, 32);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (619, 'mienfoo', 'fighting', null, '50', 10, null, null, 45, 85, 50, 55, 50, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (620, 'mienshao', 'fighting', null, '50', 10, null, null, 65, 125, 60, 95, 60, 105);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (621, 'druddigon', 'dragon', null, '50', 20, null, null, 77, 120, 90, 60, 90, 48);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (624, 'pawniard', 'dark', 'steel', '50', 20, null, null, 45, 85, 70, 40, 40, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (625, 'bisharp', 'dark', 'steel', '50', 20, null, null, 65, 125, 100, 60, 70, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (626, 'bouffalant', 'normal', null, '50', 20, null, null, 95, 110, 95, 40, 95, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (627, 'rufflet', 'normal', 'flying', '100', 0, null, null, 70, 83, 50, 37, 50, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (628, 'braviary', 'normal', 'flying', '100', 0, null, null, 100, 123, 75, 57, 75, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (629, 'vullaby', 'dark', 'flying', '0', 0, null, null, 70, 55, 75, 45, 65, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (630, 'mandibuzz', 'dark', 'flying', '0', 0, null, null, 110, 65, 105, 55, 95, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (631, 'heatmor', 'fire', null, '50', 20, null, null, 85, 97, 66, 105, 66, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (632, 'durant', 'bug', 'steel', '50', 20, null, null, 58, 109, 112, 48, 48, 109);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (633, 'deino', 'dark', 'dragon', '50', 0, null, null, 52, 65, 50, 45, 50, 38);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (634, 'zweilous', 'dark', 'dragon', '50', 0, null, null, 72, 85, 70, 65, 70, 58);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (635, 'hydreigon', 'dark', 'dragon', '50', 0, null, null, 92, 105, 90, 125, 90, 98);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (636, 'larvesta', 'bug', 'fire', '50', 0, null, null, 55, 85, 55, 50, 55, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (637, 'volcarona', 'bug', 'fire', '50', 0, null, null, 85, 60, 65, 135, 105, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (650, 'chespin', 'grass', null, 87.5, 10, null, null, 56, 61, 65, 48, 45, 38);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (651, 'quilladin', 'grass', null, 87.5, 10, null, null, 61, 78, 95, 56, 58, 57);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (652, 'chesnaught', 'grass', 'fighting', 87.5, 10, null, null, 88, 107, 122, 74, 75, 64);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (653, 'fennekin', 'fire', null, 87.5, 10, null, null, 40, 45, 40, 62, 60, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (654, 'braixen', 'fire', null, 87.5, 10, null, null, 59, 59, 58, 90, 70, 73);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (655, 'delphox', 'fire', 'psychic', 87.5, 10, null, null, 75, 69, 72, 114, 100, 104);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (656, 'froakie', 'water', null, 87.5, 10, null, null, 41, 56, 40, 62, 44, 71);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (657, 'frogadier', 'water', null, 87.5, 10, null, null, 54, 63, 52, 83, 56, 97);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (658, 'greninja', 'water', 'dark', 87.5, 10, null, null, 72, 95, 67, 103, 71, 122);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (659, 'bunnelby', 'normal', null, '50', 20, null, null, 38, 36, 38, 32, 36, 57);
